member_id,current_age,retirement_age,years_to_retirement,gender,employment_sector,current_salary,salary_growth_rate,years_of_service,job_changes,career_breaks_months,contribution_rate,monthly_contribution,current_pot_value,expected_annual_return,inflation_rate,risk_tolerance,employer_match,health_status,education_level,final_retirement_pot
MEMBER_004830,49.2,65,15.8,Male,Healthcare,40866.51,0.0241,11.5,2,1.3,0.0624,212.57,36211.86,0.0609,0.0159,Medium,0.03,Fair,High School,219801.81
MEMBER_004831,52.3,67,14.7,Male,Private,51125.42,0.028,6.0,0,1.2,0.1222,520.43,35265.37,0.0572,0.0287,Medium,0.03,Poor,Bachelor,235711.69
MEMBER_004832,45.5,65,19.5,Female,Healthcare,20774.14,0.0208,1.1,0,11.9,0.0714,123.64,1233.16,0.0484,0.0354,Medium,0.03,Good,High School,77698.55
MEMBER_004833,31.7,68,36.3,Female,Public,27094.28,0.0309,7.9,1,5.9,0.0796,179.82,17637.04,0.0721,0.0248,High,0.03,Good,Bachelor,1134005.94
MEMBER_004834,28.6,67,38.4,Male,Technology,20916.05,0.0258,5.1,1,5.4,0.1141,198.88,10822.06,0.0507,0.0301,Medium,0.03,Good,Bachelor,639495.48
MEMBER_004835,22.0,66,44.0,Male,Healthcare,28806.04,0.0296,1.0,0,0.0,0.0961,230.78,2035.46,0.0494,0.0293,Medium,0.0,Good,Bachelor,773736.02
MEMBER_004836,22.0,65,43.0,Female,Private,31913.24,0.0274,1.0,0,5.7,0.0439,116.62,1028.59,0.0462,0.0288,High,0.05,Poor,High School,1030136.19
MEMBER_004837,43.7,66,22.3,Male,Education,45541.85,0.0178,7.3,0,0.1,0.1009,382.9,33307.46,0.0539,0.0215,Low,0.06,Fair,Master,503592.19
MEMBER_004838,58.3,65,6.7,Male,Finance,58996.95,0.0236,2.6,1,1.3,0.0856,420.99,10478.51,0.056,0.0249,High,0.0,Excellent,High School,55489.18
MEMBER_004839,22.0,67,45.0,Female,Private,27196.18,0.0275,1.0,0,5.4,0.0802,181.69,1602.52,0.077,0.0332,High,0.03,Excellent,PhD,2250412.93
MEMBER_004840,43.8,66,22.2,Female,Private,44453.42,0.026,1.0,1,8.8,0.1113,412.42,3637.58,0.0512,0.0287,Low,0.03,Fair,High School,267191.01
MEMBER_004841,52.3,65,12.7,Female,Healthcare,40250.25,0.0107,8.1,3,2.0,0.0829,278.18,28062.18,0.0632,0.0333,Medium,0.06,Fair,Bachelor,138642.35
MEMBER_004842,33.1,68,34.9,Male,Education,32095.26,0.0322,11.1,0,2.1,0.0997,266.7,42848.48,0.0385,0.0249,Medium,0.03,Fair,Master,548126.49
MEMBER_004843,55.9,68,12.1,Female,Private,74796.68,0.0256,3.9,0,2.4,0.0591,368.07,14481.05,0.05,0.0309,High,0.0,Fair,High School,105593.0
MEMBER_004844,29.1,65,35.9,Male,Healthcare,26889.24,0.0374,7.1,2,5.0,0.0903,202.34,17166.28,0.0657,0.01,Medium,0.06,Excellent,Master,747395.44
MEMBER_004845,46.7,67,20.3,Male,Technology,58891.02,0.024,24.7,2,0.7,0.0334,163.76,113519.39,0.0594,0.0302,Medium,0.03,Excellent,Master,336975.17
MEMBER_004846,60.2,67,6.8,Male,Healthcare,47084.63,0.0141,7.1,0,3.3,0.1308,513.39,43524.68,0.0622,0.0342,Medium,0.0,Excellent,Bachelor,136423.84
MEMBER_004847,37.6,66,28.4,Female,Technology,45295.6,0.0354,15.6,0,2.6,0.1179,445.09,125141.38,0.0352,0.0234,Medium,0.05,Good,Bachelor,785042.88
MEMBER_004848,33.5,66,32.5,Male,Private,62762.07,0.0219,6.3,1,0.2,0.0377,197.12,14263.03,0.0673,0.0261,Low,0.03,Good,PhD,526214.99
MEMBER_004849,22.0,66,44.0,Male,Private,29946.88,0.0479,1.0,0,2.2,0.0971,242.39,2137.91,0.0874,0.0206,High,0.05,Good,Bachelor,5488886.49
MEMBER_004850,65.0,67,2.0,Female,Healthcare,61945.41,0.03,8.2,1,18.9,0.0481,248.2,25714.43,0.0554,0.0301,High,0.03,Fair,High School,51738.47
MEMBER_004851,43.4,65,21.6,Male,Healthcare,54634.42,0.0114,1.4,0,7.2,0.0642,292.11,3617.13,0.0625,0.0262,High,0.0,Fair,High School,327038.14
MEMBER_004852,61.3,67,5.7,Female,Public,51118.6,0.0257,39.3,7,3.2,0.0953,406.0,909349.32,0.0341,0.0228,Medium,0.05,Fair,Bachelor,877876.51
MEMBER_004853,57.5,65,7.5,Female,Public,46257.96,0.0252,1.0,0,3.7,0.0762,293.64,2589.91,0.0404,0.0146,Low,0.0,Good,Bachelor,45221.57
MEMBER_004854,53.3,65,11.7,Male,Private,42963.32,0.0192,14.0,3,4.9,0.0893,319.59,74256.32,0.0569,0.0283,Low,0.06,Good,Bachelor,198330.01
MEMBER_004855,42.7,66,23.3,Male,Private,52865.91,0.0194,16.2,1,3.3,0.063,277.42,83497.89,0.0203,0.021,High,0.03,Fair,Bachelor,309001.6
MEMBER_004856,51.8,67,15.2,Female,Private,46159.7,0.0183,13.2,1,3.5,0.0594,228.68,48365.64,0.0577,0.0271,Medium,0.03,Fair,Bachelor,228504.1
MEMBER_004857,22.0,65,43.0,Male,Education,26927.29,0.0194,1.0,0,3.3,0.0338,75.95,669.87,0.0269,0.0324,Medium,0.05,Excellent,Bachelor,275804.44
MEMBER_004858,27.7,67,39.3,Male,Private,33845.52,0.0176,5.7,1,4.7,0.0936,264.03,16573.42,0.0555,0.0277,Medium,0.06,Good,Bachelor,1090824.84
MEMBER_004859,59.8,66,6.2,Female,Public,35146.05,0.0275,37.8,4,4.3,0.1038,304.0,611037.94,0.0661,0.0287,High,0.06,Good,Bachelor,1119848.34
MEMBER_004860,48.0,67,19.0,Male,Private,47180.81,0.0162,14.0,3,2.4,0.0536,210.88,48908.67,0.0514,0.0274,Low,0.03,Fair,Bachelor,253133.44
MEMBER_004861,54.6,68,13.4,Male,Private,67793.66,0.0236,13.7,4,1.5,0.0478,269.89,60940.43,0.0741,0.0273,Low,0.05,Excellent,Master,307056.26
MEMBER_004862,59.5,66,6.5,Female,Public,35112.21,0.0318,16.2,1,5.1,0.1342,392.7,117815.24,0.0346,0.0237,Medium,0.03,Good,Bachelor,245455.22
MEMBER_004863,65.0,67,2.0,Female,Education,49464.72,0.0075,3.5,0,11.6,0.0377,155.48,5379.73,0.0595,0.0378,Low,0.0,Good,Bachelor,10000.0
MEMBER_004864,61.4,65,3.6,Male,Private,49524.79,0.0258,5.1,0,1.5,0.056,230.97,12688.82,0.0481,0.0211,Medium,0.03,Good,Master,34608.58
MEMBER_004865,52.3,67,14.7,Male,Healthcare,61047.57,0.0213,30.3,7,1.4,0.0859,436.79,485740.84,0.0742,0.0231,Medium,0.06,Good,Master,1465995.09
MEMBER_004866,30.9,67,36.1,Male,Public,24871.38,0.0166,1.0,1,2.6,0.0697,144.42,1306.92,0.0402,0.0385,Medium,0.05,Fair,High School,286701.9
MEMBER_004867,44.5,65,20.5,Male,Education,55280.11,0.017,15.3,1,1.6,0.0735,338.47,91308.41,0.0458,0.0161,Medium,0.0,Good,Bachelor,431515.17
MEMBER_004868,49.2,65,15.8,Male,Private,49723.9,0.0163,1.8,0,1.3,0.1086,450.05,7284.78,0.0831,0.0203,High,0.05,Good,Bachelor,387312.97
MEMBER_004869,38.0,67,29.0,Male,Public,22606.23,0.0338,2.7,1,0.9,0.109,205.36,5270.46,0.0599,0.01,Low,0.05,Excellent,Bachelor,370748.96
MEMBER_004870,37.3,68,30.7,Male,Public,31385.04,0.0189,5.8,2,1.4,0.0829,216.82,13935.66,0.0709,0.0167,Medium,0.03,Fair,Bachelor,460550.43
MEMBER_004871,24.6,66,41.4,Female,Private,26856.25,0.0196,2.3,0,25.1,0.0983,220.04,4858.44,0.0514,0.0251,Medium,0.05,Good,High School,899072.89
MEMBER_004872,33.0,66,33.0,Male,Public,18000.0,0.0348,11.0,1,5.5,0.0665,99.76,15860.52,0.056,0.0143,Medium,0.06,Excellent,Bachelor,435515.42
MEMBER_004873,43.1,66,22.9,Male,Finance,37974.97,0.0298,5.7,0,0.3,0.0826,261.46,16390.59,0.057,0.0231,Low,0.05,Good,High School,361161.58
MEMBER_004874,37.2,67,29.8,Female,Private,20801.21,0.0399,15.2,1,23.7,0.0315,54.62,14654.88,0.0696,0.0341,Low,0.05,Excellent,Bachelor,264861.21
MEMBER_004875,48.2,66,17.8,Female,Private,43789.14,0.0254,14.4,2,6.9,0.0852,310.93,75686.61,0.0606,0.0351,Medium,0.06,Poor,Bachelor,511626.74
MEMBER_004876,28.3,67,38.7,Male,Private,35222.87,0.0245,1.6,0,2.0,0.0488,143.19,2091.55,0.0537,0.0194,High,0.03,Excellent,PhD,498060.8
MEMBER_004877,31.8,66,34.2,Female,Healthcare,30151.96,0.0142,9.8,0,8.5,0.0567,142.47,19005.25,0.0589,0.0247,Medium,0.03,Good,Bachelor,553222.21
MEMBER_004878,31.6,67,35.4,Female,Private,22256.01,0.0287,1.0,1,6.7,0.03,55.66,490.95,0.0878,0.024,High,0.03,Excellent,High School,765244.21
MEMBER_004879,36.8,66,29.2,Female,Technology,36703.17,0.0283,1.0,2,5.7,0.03,91.76,809.3,0.0833,0.0179,Medium,0.03,Good,High School,323977.66
MEMBER_004880,61.4,67,5.6,Female,Public,64358.52,0.0305,15.6,1,4.3,0.0874,468.98,131866.23,0.0415,0.035,Low,0.03,Good,High School,229282.92
MEMBER_004881,62.8,66,3.2,Female,Private,46877.41,0.015,3.7,0,9.9,0.0638,249.19,9349.22,0.0442,0.033,Medium,0.06,Good,Bachelor,33096.55
MEMBER_004882,31.4,65,33.6,Female,Private,30006.44,0.0265,9.4,2,2.8,0.0604,151.14,18832.3,0.0578,0.0349,High,0.03,Good,Bachelor,702277.37
MEMBER_004883,48.3,66,17.7,Female,Healthcare,48402.79,0.0328,15.7,4,7.9,0.0843,340.1,96026.03,0.0519,0.0202,Medium,0.05,Excellent,High School,422943.34
MEMBER_004884,65.0,65,1.0,Male,Education,78460.16,0.005,5.3,1,2.7,0.0762,498.37,28996.05,0.0413,0.023,Medium,0.0,Excellent,Bachelor,34960.38
MEMBER_004885,33.1,67,33.9,Male,Private,52430.0,0.0186,1.4,0,2.6,0.053,231.72,2914.6,0.0856,0.0291,Medium,0.0,Good,Bachelor,687369.82
MEMBER_004886,45.2,65,19.8,Female,Finance,38566.39,0.0282,23.2,2,9.1,0.0493,158.46,96089.32,0.0725,0.0316,Low,0.06,Excellent,High School,465532.98
MEMBER_004887,45.2,66,20.8,Female,Education,45217.85,0.0149,23.2,4,5.1,0.084,316.64,190956.95,0.0417,0.0237,Low,0.03,Excellent,High School,577934.68
MEMBER_004888,35.4,65,29.6,Female,Education,27261.08,0.0358,1.0,0,12.2,0.087,197.61,1742.9,0.0519,0.0355,Medium,0.0,Good,Bachelor,302302.37
MEMBER_004889,41.9,66,24.1,Female,Private,56271.44,0.0135,4.3,0,7.0,0.0696,326.6,14726.32,0.0603,0.036,Medium,0.03,Good,High School,380465.26
MEMBER_004890,24.0,65,41.0,Female,Technology,33505.53,0.0351,1.0,0,2.9,0.1059,295.64,2607.57,0.0561,0.0307,High,0.05,Good,Bachelor,1750519.57
MEMBER_004891,38.3,66,27.7,Female,Healthcare,35541.9,0.0068,16.3,2,0.7,0.1117,330.84,100344.12,0.0641,0.0369,Low,0.06,Good,Bachelor,922852.55
MEMBER_004892,62.2,65,2.8,Female,Technology,42040.82,0.0171,1.0,0,15.3,0.0501,175.41,1547.11,0.0872,0.017,High,0.05,Good,Master,15084.8
MEMBER_004893,41.4,66,24.6,Male,Technology,58902.77,0.0407,19.4,3,0.9,0.15,736.28,309251.67,0.0648,0.0372,Low,0.05,Good,Bachelor,1819990.81
MEMBER_004894,54.3,66,11.7,Female,Private,52699.51,0.0135,5.7,0,12.4,0.0613,269.07,16835.15,0.0655,0.0131,High,0.0,Good,Master,134682.77
MEMBER_004895,29.1,67,37.9,Female,Private,28353.23,0.0138,7.1,1,2.6,0.0703,166.08,14067.47,0.0687,0.0413,Low,0.03,Good,Bachelor,585536.01
MEMBER_004896,37.7,66,28.3,Female,Finance,39403.74,0.0268,7.1,1,3.7,0.1244,408.34,34332.99,0.0411,0.0255,Low,0.05,Good,High School,536865.7
MEMBER_004897,44.3,68,23.7,Female,Healthcare,48809.85,0.036,3.1,1,5.1,0.0733,298.08,8950.73,0.0674,0.0309,Low,0.0,Fair,Master,221991.56
MEMBER_004898,40.9,66,25.1,Male,Public,53066.06,0.0245,13.1,3,1.1,0.1491,659.53,137054.33,0.044,0.0158,Medium,0.0,Excellent,Master,1029239.09
MEMBER_004899,42.3,67,24.7,Male,Public,47477.51,0.0365,8.9,1,0.3,0.0735,290.8,33812.77,0.0648,0.0278,Low,0.05,Excellent,Bachelor,479260.94
MEMBER_004900,56.9,65,8.1,Male,Education,68840.58,0.0357,8.9,0,5.3,0.075,430.14,50035.54,0.0651,0.0451,Medium,0.06,Excellent,High School,201327.18
MEMBER_004901,41.1,65,23.9,Male,Public,41544.66,0.022,12.9,0,1.4,0.101,349.58,71307.61,0.0395,0.03,Medium,0.0,Good,Bachelor,445114.54
MEMBER_004902,44.6,65,20.4,Male,Healthcare,49642.99,0.0361,2.2,1,2.4,0.0741,306.73,6171.36,0.031,0.0297,Medium,0.06,Excellent,Bachelor,322592.93
MEMBER_004903,28.2,67,38.8,Male,Technology,30461.16,0.0262,6.2,1,0.5,0.0556,141.09,9979.0,0.0614,0.0257,Low,0.0,Good,Bachelor,416746.57
MEMBER_004904,34.4,66,31.6,Male,Education,37365.84,0.0296,5.0,0,0.8,0.1139,354.6,19032.34,0.0593,0.0254,Low,0.06,Poor,Master,723835.95
MEMBER_004905,52.5,65,12.5,Female,Private,45496.73,0.022,18.4,2,21.5,0.1294,490.7,186443.14,0.077,0.028,Medium,0.05,Poor,Master,631085.86
MEMBER_004906,46.9,66,19.1,Male,Private,57114.02,0.0337,22.1,0,0.1,0.087,413.9,226833.98,0.0763,0.0348,High,0.03,Good,High School,1462904.55
MEMBER_004907,61.0,66,5.0,Male,Private,78487.77,0.0301,10.6,0,2.2,0.0898,587.42,88212.02,0.0658,0.027,Low,0.06,Good,Master,230146.48
MEMBER_004908,43.5,65,21.5,Male,Private,55912.45,0.0546,4.0,2,1.0,0.0975,454.51,18830.97,0.0645,0.0268,Medium,0.05,Fair,High School,780882.29
MEMBER_004909,52.3,65,12.7,Female,Technology,63455.09,0.005,13.8,1,10.7,0.0849,449.2,102608.53,0.06,0.0234,Medium,0.05,Fair,Bachelor,285854.02
MEMBER_004910,42.6,66,23.4,Male,Technology,44569.42,0.0311,5.7,1,1.6,0.0831,308.49,19486.88,0.0586,0.0441,High,0.03,Good,Master,405478.71
MEMBER_004911,35.2,66,30.8,Male,Public,47050.53,0.0284,13.2,4,0.0,0.0596,233.77,49584.14,0.0468,0.0221,Low,0.03,Good,Bachelor,519994.47
MEMBER_004912,44.0,66,22.0,Female,Education,36842.72,0.0187,22.0,5,10.7,0.0761,233.68,125988.83,0.0519,0.0273,Low,0.05,Excellent,High School,657958.24
MEMBER_004913,41.6,65,23.4,Male,Finance,58745.46,0.0391,8.0,0,4.2,0.0355,174.03,17321.85,0.0512,0.0272,Medium,0.05,Good,High School,392757.54
MEMBER_004914,22.0,65,43.0,Female,Education,24072.22,0.0164,1.0,0,4.2,0.1196,239.94,2116.25,0.0406,0.01,Low,0.0,Excellent,Bachelor,432667.5
MEMBER_004915,31.8,66,34.2,Female,Technology,35384.71,0.0107,9.8,1,1.5,0.0969,285.73,38007.42,0.0245,0.0249,High,0.0,Good,Master,327431.55
MEMBER_004916,63.4,66,2.6,Male,Private,75023.45,0.0091,5.2,0,0.8,0.0616,385.14,21444.83,0.0451,0.0244,Medium,0.05,Good,High School,47268.96
MEMBER_004917,42.8,68,25.2,Female,Public,35966.47,0.0274,6.8,1,19.0,0.1465,439.06,35012.54,0.0478,0.0158,Low,0.03,Excellent,Bachelor,462983.47
MEMBER_004918,29.6,67,37.4,Female,Technology,27430.94,0.0277,3.1,0,16.4,0.0698,159.52,4797.86,0.0841,0.0326,Medium,0.03,Fair,High School,944523.74
MEMBER_004919,50.1,66,15.9,Male,Private,31049.99,0.0237,3.9,0,1.5,0.1066,275.75,11064.72,0.0558,0.0259,High,0.0,Excellent,Bachelor,129420.8
MEMBER_004920,40.5,66,25.5,Female,Private,44595.85,0.0273,18.5,1,0.5,0.0362,134.5,51532.91,0.0627,0.0265,Low,0.06,Poor,Bachelor,426452.03
MEMBER_004921,24.9,66,41.1,Female,Public,26756.74,0.0291,2.9,0,11.8,0.0731,162.94,4501.7,0.0446,0.029,High,0.05,Poor,Bachelor,1010752.84
MEMBER_004922,47.1,65,17.9,Male,Private,38050.85,0.0426,23.0,3,0.6,0.0923,292.81,173605.37,0.0673,0.0156,Low,0.03,Excellent,High School,636253.52
MEMBER_004923,33.8,66,32.2,Male,Private,50577.53,0.0243,2.4,0,0.1,0.1142,481.3,10964.33,0.0456,0.0369,High,0.03,Fair,Bachelor,944332.25
MEMBER_004924,58.9,65,6.1,Female,Public,32477.27,0.0252,6.2,0,5.8,0.0468,126.56,8897.43,0.0627,0.0287,Medium,0.05,Good,Master,45431.68
MEMBER_004925,62.4,67,4.6,Female,Education,52979.0,0.0295,18.5,0,7.6,0.07,308.88,117823.43,0.0537,0.0158,High,0.06,Excellent,Bachelor,248952.24
MEMBER_004926,46.2,67,20.8,Female,Private,48652.04,0.035,1.0,0,2.8,0.1148,465.24,4103.45,0.0724,0.0396,Low,0.06,Fair,Master,457329.54
MEMBER_004927,40.4,66,25.6,Male,Healthcare,44168.39,0.0146,11.4,1,2.5,0.0493,181.58,30233.57,0.06,0.0226,Medium,0.06,Excellent,Master,508909.01
MEMBER_004928,49.2,65,15.8,Male,Public,47632.79,0.0244,7.9,1,1.3,0.0547,217.0,21304.69,0.0841,0.0323,Medium,0.0,Excellent,Bachelor,142057.19
MEMBER_004929,29.8,66,36.2,Male,Public,24385.07,0.0248,5.8,1,0.2,0.1208,245.45,15801.73,0.0614,0.0186,High,0.05,Excellent,Bachelor,1187732.64
MEMBER_004930,60.8,66,5.2,Female,Private,53862.05,0.0352,7.1,0,11.8,0.0928,416.73,35389.5,0.0595,0.0277,High,0.03,Good,Bachelor,77602.05
MEMBER_004931,50.6,65,14.4,Female,Education,21862.06,0.0103,10.8,1,6.2,0.03,54.66,8454.9,0.0603,0.0322,Medium,0.05,Good,High School,68785.11
MEMBER_004932,40.9,66,25.1,Female,Technology,18000.0,0.0361,8.4,2,2.0,0.0925,138.71,14778.58,0.0603,0.0275,High,0.0,Good,Bachelor,295143.21
MEMBER_004933,39.0,66,27.0,Male,Private,41225.01,0.005,17.0,1,0.4,0.0683,234.78,76723.61,0.0621,0.0339,Medium,0.05,Fair,High School,704402.29
MEMBER_004934,41.3,66,24.7,Male,Technology,52378.98,0.0219,19.3,2,0.4,0.032,139.83,58252.6,0.0439,0.0231,Medium,0.06,Excellent,High School,359109.91
MEMBER_004935,49.3,66,16.7,Male,Private,30500.27,0.0286,11.2,1,4.3,0.105,266.93,43585.54,0.0518,0.023,Medium,0.0,Good,Bachelor,218531.42
MEMBER_004936,45.0,66,21.0,Female,Healthcare,41001.52,0.0245,12.3,1,13.1,0.03,102.5,19418.41,0.0361,0.0266,Low,0.05,Excellent,Bachelor,152321.35
MEMBER_004937,65.0,65,1.0,Female,Education,57336.32,0.03,1.9,0,3.4,0.0632,302.2,5437.19,0.0413,0.0324,Medium,0.0,Good,Master,10000.0
MEMBER_004938,22.0,67,45.0,Male,Healthcare,26818.47,0.0178,1.0,0,3.8,0.0451,100.9,889.95,0.0585,0.0268,Medium,0.03,Good,Bachelor,594213.16
MEMBER_004939,54.3,66,11.7,Male,Public,30153.18,0.0324,24.1,3,1.0,0.098,246.27,161748.29,0.0542,0.0158,Medium,0.0,Poor,Master,341948.48
MEMBER_004940,56.2,67,10.8,Male,Technology,72602.72,0.0359,16.3,2,4.4,0.1039,628.55,190334.31,0.0457,0.0206,Low,0.06,Good,Bachelor,371340.09
MEMBER_004941,48.2,67,18.8,Male,Private,59915.05,0.0284,15.9,1,0.9,0.0787,392.75,114052.13,0.0892,0.0222,High,0.03,Good,High School,1183169.71
MEMBER_004942,63.8,67,3.2,Male,Private,68798.46,0.005,11.2,0,7.1,0.0714,409.57,66477.74,0.0531,0.0202,Low,0.0,Good,Master,71937.93
MEMBER_004943,37.5,65,27.5,Female,Private,56532.98,0.022,15.5,1,3.4,0.0583,274.8,76399.0,0.0517,0.0161,Low,0.06,Fair,High School,641092.09
MEMBER_004944,51.1,66,14.9,Male,Public,40821.26,0.0304,3.5,1,0.8,0.0503,171.17,5965.99,0.0574,0.01,Medium,0.03,Good,Bachelor,88475.71
MEMBER_004945,41.5,68,26.5,Female,Finance,42357.28,0.0138,17.3,1,2.0,0.078,275.44,92790.88,0.0534,0.0213,Medium,0.0,Fair,High School,671676.78
MEMBER_004946,33.7,66,32.3,Male,Public,40012.14,0.0303,1.6,1,1.1,0.1342,447.31,6574.03,0.0376,0.0382,Medium,0.06,Fair,Bachelor,981615.7
MEMBER_004947,41.9,67,25.1,Male,Private,48022.18,0.0132,7.6,1,4.4,0.0883,353.51,32891.13,0.0782,0.0328,Medium,0.0,Good,Bachelor,692661.84
MEMBER_004948,42.7,66,23.3,Female,Technology,41307.68,0.0284,3.4,1,11.3,0.0677,232.97,7759.54,0.0532,0.0181,Medium,0.0,Poor,High School,165400.46
MEMBER_004949,53.7,68,14.3,Male,Private,41582.38,0.0244,31.7,4,0.2,0.0581,201.47,252445.51,0.0597,0.0332,Medium,0.0,Fair,Bachelor,609149.85
MEMBER_004950,38.6,66,27.4,Female,Public,42912.34,0.0183,1.0,0,2.0,0.1084,387.77,3420.16,0.0667,0.0215,Low,0.05,Good,High School,417804.73
MEMBER_004951,65.0,66,1.0,Male,Public,26948.73,0.0377,28.5,6,3.2,0.0651,146.1,140723.89,0.0296,0.0343,High,0.06,Fair,Bachelor,148244.21
MEMBER_004952,25.5,67,41.5,Male,Private,35664.28,0.0169,3.5,0,2.7,0.0979,290.83,10045.62,0.058,0.0107,Medium,0.0,Good,PhD,993805.37
MEMBER_004953,26.5,65,38.5,Male,Public,18000.0,0.0319,4.5,0,0.6,0.0771,115.66,5387.32,0.0462,0.0228,High,0.05,Fair,Bachelor,617813.47
MEMBER_004954,43.2,65,21.8,Male,Private,60701.06,0.0392,21.2,5,1.4,0.1193,603.32,303100.15,0.0446,0.022,Medium,0.0,Fair,Master,915815.68
MEMBER_004955,45.5,68,22.5,Male,Private,50742.9,0.0285,23.5,1,4.2,0.0973,411.4,255219.91,0.0342,0.0302,Medium,0.05,Fair,Bachelor,1026622.07
MEMBER_004956,56.8,67,10.2,Male,Healthcare,53295.99,0.0103,17.6,3,0.4,0.063,279.94,98156.14,0.0586,0.0249,Medium,0.0,Good,High School,230259.74
MEMBER_004957,48.7,68,19.3,Male,Technology,49640.28,0.005,8.1,1,1.4,0.0957,395.85,40036.97,0.0499,0.025,Medium,0.03,Poor,Bachelor,356403.36
MEMBER_004958,35.0,65,30.0,Male,Public,25264.0,0.0313,4.1,0,0.6,0.0826,173.82,7254.06,0.0792,0.0194,Medium,0.06,Excellent,Master,587503.82
MEMBER_004959,34.9,65,30.1,Male,Private,42839.09,0.0278,12.9,1,0.4,0.1111,396.55,80379.49,0.0494,0.0243,Medium,0.03,Excellent,Bachelor,819555.71
MEMBER_004960,48.3,66,17.7,Female,Private,79297.75,0.0275,14.1,2,20.7,0.034,224.7,52914.17,0.0482,0.0175,High,0.03,Good,Bachelor,326124.77
MEMBER_004961,65.0,66,1.0,Male,Private,93087.26,0.0268,7.6,1,0.1,0.03,232.72,21490.65,0.0555,0.0286,Medium,0.03,Excellent,Bachelor,23816.05
MEMBER_004962,47.5,66,18.5,Male,Healthcare,32943.6,0.0352,1.5,0,2.0,0.126,345.88,4630.11,0.0794,0.0175,Medium,0.03,Excellent,Master,325988.71
MEMBER_004963,30.9,65,34.1,Female,Public,21035.18,0.0145,8.9,0,11.3,0.0937,164.25,18982.97,0.0787,0.01,High,0.03,Good,High School,1150698.61
MEMBER_004964,63.4,68,4.6,Female,Private,67752.84,0.0295,12.6,2,1.8,0.1284,725.22,142107.14,0.0694,0.0136,Medium,0.06,Excellent,High School,260271.45
MEMBER_004965,38.4,67,28.6,Female,Healthcare,30668.54,0.0371,3.2,0,10.9,0.0743,189.96,6071.38,0.0463,0.0272,Medium,0.03,Fair,High School,315646.51
MEMBER_004966,36.0,68,32.0,Male,Education,28291.23,0.0222,13.4,2,2.1,0.0708,166.95,35987.7,0.0533,0.0173,Medium,0.05,Good,High School,357964.3
MEMBER_004967,65.0,67,2.0,Female,Private,57232.47,0.0175,20.9,3,8.0,0.0979,466.91,227580.95,0.057,0.0248,Medium,0.06,Excellent,High School,305577.81
MEMBER_004968,65.0,66,1.0,Female,Public,29121.85,0.0205,8.4,2,9.0,0.03,72.8,7710.34,0.0399,0.019,Medium,0.05,Poor,Bachelor,14193.91
MEMBER_004969,59.1,65,5.9,Female,Private,54183.69,0.0083,2.0,0,15.1,0.0591,266.81,4844.28,0.0461,0.0173,Low,0.06,Good,PhD,48738.52
MEMBER_004970,55.8,66,10.2,Male,Private,58449.03,0.0133,10.9,0,0.9,0.1106,538.61,84484.39,0.0419,0.0373,Low,0.03,Good,Bachelor,221095.94
MEMBER_004971,26.9,67,40.1,Female,Education,21411.78,0.0324,4.9,2,4.7,0.1298,231.58,12123.58,0.0516,0.0203,Medium,0.03,Good,Master,976446.95
MEMBER_004972,45.3,65,19.7,Female,Private,40770.57,0.0187,10.4,2,2.7,0.06,203.81,29605.16,0.065,0.0231,Medium,0.06,Excellent,Bachelor,308081.82
MEMBER_004973,57.7,66,8.3,Female,Private,70225.75,0.0401,24.2,3,10.8,0.1247,729.71,481961.67,0.0635,0.0318,Medium,0.05,Good,High School,875430.1
MEMBER_004974,44.3,66,21.7,Male,Public,52686.78,0.0354,7.3,0,7.4,0.0788,345.97,30480.02,0.037,0.0198,Medium,0.0,Good,Bachelor,241097.24
MEMBER_004975,49.9,65,15.1,Female,Healthcare,18398.94,0.0144,27.9,5,6.1,0.1183,181.44,166318.96,0.0552,0.0256,Low,0.05,Excellent,Bachelor,408961.33
MEMBER_004976,22.0,66,44.0,Female,Education,23967.31,0.0309,1.0,0,8.3,0.0968,193.33,1705.21,0.0701,0.0327,Low,0.05,Good,PhD,1284729.9
MEMBER_004977,34.5,68,33.5,Male,Private,54858.51,0.0267,12.3,1,1.4,0.0623,284.89,53397.81,0.0489,0.0247,Low,0.06,Fair,High School,854750.76
MEMBER_004978,50.5,67,16.5,Female,Education,36465.67,0.0269,28.5,3,7.4,0.0872,264.87,255402.42,0.0609,0.0247,Low,0.06,Fair,High School,752496.81
MEMBER_004979,42.2,66,23.8,Female,Healthcare,39935.9,0.0269,20.2,3,10.1,0.1146,381.46,174218.97,0.0492,0.0165,High,0.03,Fair,Bachelor,1036384.0
MEMBER_004980,46.6,67,20.4,Male,Private,62510.01,0.0114,21.7,5,2.6,0.0823,428.52,225179.33,0.0363,0.0237,High,0.0,Excellent,High School,664172.41
MEMBER_004981,22.7,67,44.3,Female,Healthcare,27293.84,0.0242,1.0,0,8.2,0.03,68.23,601.83,0.0523,0.0201,High,0.06,Fair,High School,828962.96
MEMBER_004982,65.0,66,1.0,Female,Public,59057.93,0.0131,18.4,3,2.1,0.1145,563.72,213898.43,0.0526,0.0299,High,0.05,Good,Bachelor,310193.95
MEMBER_004983,56.9,65,8.1,Female,Healthcare,57940.79,0.0236,10.4,1,5.1,0.0757,365.47,53402.52,0.0475,0.0157,Medium,0.0,Excellent,Bachelor,140461.01
